3,0.0
3,0.0
3,0.0
3,0.0
3,-0.0
3,-0.0
4,-0.0
4,-0.0
4,-0.0
4,-0.0
4,-0.0
4,-0.0
4,-0.0
4,-0.0
4,-0.0
4,-0.0
5,-0.0
5,-0.0
5,-0.0
5,-0.0
5,-0.0
5,-0.0
5,-0.0
5,-0.0
5,-0.0
5,-0.0
6,-0.0
6,-0.0
6,-200.0
6,-200.0
6,-200.0
6,-200.0
6,-0.0
6,-0.0
6,-0.0
6,-0.0
7,-0.0
7,-0.0
7,-0.0
7,-0.0
7,-0.0
7,-0.0
7,-0.0
7,-0.0
7,-0.0
7,-0.0
8,-0.0
8,-0.0
8,-0.0
8,-0.0
8,-0.0
8,-0.0
8,-0.0
8,-0.0
8,-0.0
8,-0.0
9,-200.0
9,-200.0
9,-200.0
9,-200.0
9,-200.0
9,-200.0
9,-200.0
9,-200.0
9,-200.0
9,-200.0
10,-200.0
10,-200.0
10,-200.0
10,-200.0
10,-200.0
10,-200.0
10,-200.0
10,-200.0
10,-200.0
10,-200.0
11,-200.0
11,-200.0
11,-200.0
11,-200.0
11,-200.0
11,-200.0
11,-200.0
11,-200.0
11,-200.0
11,-200.0
12,-200.0
12,-200.0
12,-200.0
12,-200.0
12,-200.0
12,-200.0
12,-200.0
12,-200.0
12,-200.0
12,-200.0
13,-200.0
13,-200.0
13,-200.0
13,-200.0
13,-200.0
13,-200.0
13,-200.0
13,-200.0
13,-200.0
13,-200.0
14,-200.0
14,-200.0
14,-200.0
14,-200.0
14,-200.0
14,-200.0
14,-200.0
14,-200.0
14,-200.0
14,-200.0
15,-200.0
15,-200.0
15,-200.0
15,-200.0
15,-200.0
15,-200.0
15,-200.0
15,-200.0
15,-200.0
15,-200.0
16,-200.0
16,-200.0
16,-200.0
16,-200.0
16,-200.0
16,-200.0
16,-200.0
16,-200.0
16,-200.0
16,-200.0
17,-200.0
17,-200.0
17,-200.0
17,-200.0
17,-200.0
17,-200.0
17,-200.0
17,-200.0
17,-200.0
17,-200.0
18,-200.0
18,-200.0
18,-200.0
18,-200.0
18,-200.0
18,-200.0
18,-200.0
18,-200.0
18,-200.0
18,-200.0
19,-200.0
19,-200.0
19,-200.0
19,-200.0
19,-200.0
19,-200.0
19,-200.0
19,-200.0
19,-200.0
19,-200.0
20,-200.0
20,-200.0
20,-200.0
20,-200.0
20,-200.0
20,-200.0
20,-200.0
20,-200.0
20,-200.0
20,-200.0
21,-200.0
21,-200.0
21,-200.0
21,-200.0
21,-200.0
21,-200.0
21,-200.0
21,-200.0
21,-200.0
21,-200.0
22,-200.0
22,-200.0
22,-200.0
22,-200.0
22,-200.0
22,-200.0
22,-200.0
22,-200.0
22,-200.0
22,-200.0
23,-200.0
23,-200.0
23,-200.0
23,-200.0
23,-0.0
23,-0.0
23,-0.0
23,-0.0
23,-0.0
23,-0.0
24,-0.0
24,-0.0
24,-0.0
24,-0.0
24,-0.0
24,-0.0
24,-0.0
24,-0.0
24,-0.0
24,-0.0
25,-0.0
25,-0.0
25,-0.0
25,-0.0
25,-200.0
25,-200.0
25,-200.0
25,-200.0
25,-200.0
25,-200.0
26,-200.0
26,-200.0
26,-200.0
26,-200.0
26,-200.0
26,-200.0
26,-200.0
26,-200.0
26,-200.0
26,-200.0
27,-200.0
27,-200.0
27,-200.0
27,-200.0
27,-200.0
27,-200.0
27,-200.0
27,-200.0
27,-200.0
27,-200.0
28,-200.0
28,-200.0
28,-200.0
28,-200.0
28,-200.0
28,-200.0
28,-200.0
28,-200.0
28,-200.0
28,-200.0
29,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
30,-200.0
31,-200.0
31,-200.0
31,-200.0
31,-200.0
31,-200.0
31,-200.0
31,-200.0
31,-200.0
31,-200.0
31,-200.0
32,-200.0
32,-200.0
32,-200.0
32,-200.0
32,-200.0
32,-200.0
32,-200.0
32,-200.0
32,-200.0
32,-200.0
33,-200.0
33,-200.0
33,-200.0
33,-200.0
33,-200.0
33,-200.0
33,-200.0
33,-200.0
33,-200.0
33,-200.0
34,-200.0
34,-200.0
34,-200.0
34,-200.0
34,-200.0
34,-200.0
34,-200.0
34,-200.0
34,-200.0
34,-200.0
35,-200.0
35,-200.0
35,-200.0
35,-200.0
35,-200.0
35,-200.0
35,-200.0
35,-200.0
35,-200.0
35,-200.0
36,-200.0
36,-200.0
36,-200.0
36,-200.0
36,-200.0
36,-200.0
36,-200.0
36,-200.0
36,0.0
36,0.0
